"Country or Area","Year","Area","Sex","Age","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Andorra","2019","Total","Both Sexes","Total","Estimate - de jure","Final figure, complete","2019","76177","1"
"Andorra","2019","Total","Both Sexes","0 - 4","Estimate - de jure","Final figure, complete","2019","2719","1"
"Andorra","2019","Total","Both Sexes","5 - 9","Estimate - de jure","Final figure, complete","2019","3823","1"
"Andorra","2019","Total","Both Sexes","10 - 14","Estimate - de jure","Final figure, complete","2019","4027","1"
"Andorra","2019","Total","Both Sexes","15 - 19","Estimate - de jure","Final figure, complete","2019","4077","1"
"Andorra","2019","Total","Both Sexes","20 - 24","Estimate - de jure","Final figure, complete","2019","4005","1"
"Andorra","2019","Total","Both Sexes","25 - 29","Estimate - de jure","Final figure, complete","2019","4570","1"
"Andorra","2019","Total","Both Sexes","30 - 34","Estimate - de jure","Final figure, complete","2019","5062","1"
"Andorra","2019","Total","Both Sexes","35 - 39","Estimate - de jure","Final figure, complete","2019","6269","1"
"Andorra","2019","Total","Both Sexes","40 - 44","Estimate - de jure","Final figure, complete","2019","7035","1"
"Andorra","2019","Total","Both Sexes","45 - 49","Estimate - de jure","Final figure, complete","2019","7083","1"
"Andorra","2019","Total","Both Sexes","50 - 54","Estimate - de jure","Final figure, complete","2019","6792","1"
"Andorra","2019","Total","Both Sexes","55 - 59","Estimate - de jure","Final figure, complete","2019","5926","1"
"Andorra","2019","Total","Both Sexes","60 - 64","Estimate - de jure","Final figure, complete","2019","4443","1"
"Andorra","2019","Total","Both Sexes","65 - 69","Estimate - de jure","Final figure, complete","2019","3333","1"
"Andorra","2019","Total","Both Sexes","70 - 74","Estimate - de jure","Final figure, complete","2019","2668","1"
"Andorra","2019","Total","Both Sexes","75 - 79","Estimate - de jure","Final figure, complete","2019","1785","1"
"Andorra","2019","Total","Both Sexes","80 - 84","Estimate - de jure","Final figure, complete","2019","1190","1"
"Andorra","2019","Total","Both Sexes","85 +","Estimate - de jure","Final figure, complete","2019","1370","1"
"Antigua and Barbuda","2019","Total","Both Sexes","Total","Estimate - de jure","Final figure, complete","2019","96453","2"
"Antigua and Barbuda","2019","Total","Both Sexes","0 - 4","Estimate - de jure","Final figure, complete","2019","6870","2"
"Antigua and Barbuda","2019","Total","Both Sexes","5 - 9","Estimate - de jure","Final figure, complete","2019","6837","2"
"Antigua and Barbuda","2019","Total","Both Sexes","10 - 14","Estimate - de jure","Final figure, complete","2019","7013","2"
"Antigua and Barbuda","2019","Total","Both Sexes","15 - 19","Estimate - de jure","Final figure, complete","2019","7109","2"
"Antigua and Barbuda","2019","Total","Both Sexes","20 - 24","Estimate - de jure","Final figure, complete","2019","7841","2"
"Antigua and Barbuda","2019","Total","Both Sexes","25 - 29","Estimate - de jure","Final figure, complete","2019","7465","2"
"Antigua and Barbuda","2019","Total","Both Sexes","30 - 34","Estimate - de jure","Final figure, complete","2019","7096","2"
"Antigua and Barbuda","2019","Total","Both Sexes","35 - 39","Estimate - de jure","Final figure, complete","2019","7020","2"
"Antigua and Barbuda","2019","Total","Both Sexes","40 - 44","Estimate - de jure","Final figure, complete","2019","6966","2"
"Antigua and Barbuda","2019","Total","Both Sexes","45 - 49","Estimate - de jure","Final figure, complete","2019","6956","2"
"Antigua and Barbuda","2019","Total","Both Sexes","50 - 54","Estimate - de jure","Final figure, complete","2019","6636","2"
"Antigua and Barbuda","2019","Total","Both Sexes","55 - 59","Estimate - de jure","Final figure, complete","2019","5774","2"
"Antigua and Barbuda","2019","Total","Both Sexes","60 - 64","Estimate - de jure","Final figure, complete","2019","4325","2"
"Antigua and Barbuda","2019","Total","Both Sexes","65 - 69","Estimate - de jure","Final figure, complete","2019","3079","2"
"Antigua and Barbuda","2019","Total","Both Sexes","70 - 74","Estimate - de jure","Final figure, complete","2019","2293","2"
"Antigua and Barbuda","2019","Total","Both Sexes","75 - 79","Estimate - de jure","Final figure, complete","2019","1450","2"
"Antigua and Barbuda","2019","Total","Both Sexes","80 - 84","Estimate - de jure","Final figure, complete","2019","739","2"
"Antigua and Barbuda","2019","Total","Both Sexes","85 - 89","Estimate - de jure","Final figure, complete","2019","635","2"
"Antigua and Barbuda","2019","Total","Both Sexes","90 - 94","Estimate - de jure","Final figure, complete","2019","243","2"
"Antigua and Barbuda","2019","Total","Both Sexes","95 +","Estimate - de jure","Final figure, complete","2019","106","2"
"Argentina","2019","Total","Both Sexes","Total","Estimate - de facto","Final figure, complete","2019","44938712","3"
"Argentina","2019","Total","Both Sexes","0","Estimate - de facto","Final figure, complete","2019","740709","3"
"Argentina","2019","Total","Both Sexes","0 - 4","Estimate - de facto","Final figure, complete","2019","3726162","3"
"Argentina","2019","Total","Both Sexes","1","Estimate - de facto","Final figure, complete","2019","743308","3"
"Argentina","2019","Total","Both Sexes","1 - 4","Estimate - de facto","Final figure, complete","2019","2985453","3"
"Argentina","2019","Total","Both Sexes","2","Estimate - de facto","Final figure, complete","2019","745579","3"
"Argentina","2019","Total","Both Sexes","3","Estimate - de facto","Final figure, complete","2019","747234","3"
"Argentina","2019","Total","Both Sexes","4","Estimate - de facto","Final figure, complete","2019","749332","3"
"Argentina","2019","Total","Both Sexes","5","Estimate - de facto","Final figure, complete","2019","751846","3"
"Argentina","2019","Total","Both Sexes","5 - 9","Estimate - de facto","Final figure, complete","2019","3743931","3"
"Argentina","2019","Total","Both Sexes","6","Estimate - de facto","Final figure, complete","2019","753532","3"
"Argentina","2019","Total","Both Sexes","7","Estimate - de facto","Final figure, complete","2019","754272","3"
"Argentina","2019","Total","Both Sexes","8","Estimate - de facto","Final figure, complete","2019","754243","3"
"Argentina","2019","Total","Both Sexes","9","Estimate - de facto","Final figure, complete","2019","730038","3"
"Argentina","2019","Total","Both Sexes","10","Estimate - de facto","Final figure, complete","2019","719370","3"
"Argentina","2019","Total","Both Sexes","10 - 14","Estimate - de facto","Final figure, complete","2019","3542513","3"
"Argentina","2019","Total","Both Sexes","11","Estimate - de facto","Final figure, complete","2019","712160","3"
"Argentina","2019","Total","Both Sexes","12","Estimate - de facto","Final figure, complete","2019","706506","3"
"Argentina","2019","Total","Both Sexes","13","Estimate - de facto","Final figure, complete","2019","703092","3"
"Argentina","2019","Total","Both Sexes","14","Estimate - de facto","Final figure, complete","2019","701385","3"
"Argentina","2019","Total","Both Sexes","15","Estimate - de facto","Final figure, complete","2019","700881","3"
"Argentina","2019","Total","Both Sexes","15 - 19","Estimate - de facto","Final figure, complete","2019","3508965","3"
"Argentina","2019","Total","Both Sexes","16","Estimate - de facto","Final figure, complete","2019","701126","3"
"Argentina","2019","Total","Both Sexes","17","Estimate - de facto","Final figure, complete","2019","701674","3"
"Argentina","2019","Total","Both Sexes","18","Estimate - de facto","Final figure, complete","2019","702273","3"
"Argentina","2019","Total","Both Sexes","19","Estimate - de facto","Final figure, complete","2019","703011","3"
"Argentina","2019","Total","Both Sexes","20","Estimate - de facto","Final figure, complete","2019","704205","3"
"Argentina","2019","Total","Both Sexes","20 - 24","Estimate - de facto","Final figure, complete","2019","3548389","3"
"Argentina","2019","Total","Both Sexes","21","Estimate - de facto","Final figure, complete","2019","706169","3"
"Argentina","2019","Total","Both Sexes","22","Estimate - de facto","Final figure, complete","2019","709303","3"
"Argentina","2019","Total","Both Sexes","23","Estimate - de facto","Final figure, complete","2019","712998","3"
"Argentina","2019","Total","Both Sexes","24","Estimate - de facto","Final figure, complete","2019","715714","3"
"Argentina","2019","Total","Both Sexes","25","Estimate - de facto","Final figure, complete","2019","716055","3"
"Argentina","2019","Total","Both Sexes","25 - 29","Estimate - de facto","Final figure, complete","2019","3522333","3"
"Argentina","2019","Total","Both Sexes","26","Estimate - de facto","Final figure, complete","2019","713424","3"
"Argentina","2019","Total","Both Sexes","27","Estimate - de facto","Final figure, complete","2019","707262","3"
"Argentina","2019","Total","Both Sexes","28","Estimate - de facto","Final figure, complete","2019","698065","3"
"Argentina","2019","Total","Both Sexes","29","Estimate - de facto","Final figure, complete","2019","687527","3"
"Argentina","2019","Total","Both Sexes","30","Estimate - de facto","Final figure, complete","2019","677072","3"
"Argentina","2019","Total","Both Sexes","30 - 34","Estimate - de facto","Final figure, complete","2019","3287553","3"
"Argentina","2019","Total","Both Sexes","31","Estimate - de facto","Final figure, complete","2019","666944","3"
"Argentina","2019","Total","Both Sexes","32","Estimate - de facto","Final figure, complete","2019","657094","3"
"Argentina","2019","Total","Both Sexes","33","Estimate - de facto","Final figure, complete","2019","647633","3"
"Argentina","2019","Total","Both Sexes","34","Estimate - de facto","Final figure, complete","2019","638810","3"
"Argentina","2019","Total","Both Sexes","35","Estimate - de facto","Final figure, complete","2019","631491","3"
"Argentina","2019","Total","Both Sexes","35 - 39","Estimate - de facto","Final figure, complete","2019","3141871","3"
"Argentina","2019","Total","Both Sexes","36","Estimate - de facto","Final figure, complete","2019","626897","3"
"Argentina","2019","Total","Both Sexes","37","Estimate - de facto","Final figure, complete","2019","625994","3"
"Argentina","2019","Total","Both Sexes","38","Estimate - de facto","Final figure, complete","2019","627667","3"
"Argentina","2019","Total","Both Sexes","39","Estimate - de facto","Final figure, complete","2019","629822","3"
"Argentina","2019","Total","Both Sexes","40","Estimate - de facto","Final figure, complete","2019","628986","3"
"Argentina","2019","Total","Both Sexes","40 - 44","Estimate - de facto","Final figure, complete","2019","3027334","3"
"Argentina","2019","Total","Both Sexes","41","Estimate - de facto","Final figure, complete","2019","622983","3"
"Argentina","2019","Total","Both Sexes","42","Estimate - de facto","Final figure, complete","2019","610387","3"
"Argentina","2019","Total","Both Sexes","43","Estimate - de facto","Final figure, complete","2019","592601","3"
"Argentina","2019","Total","Both Sexes","44","Estimate - de facto","Final figure, complete","2019","572377","3"
"Argentina","2019","Total","Both Sexes","45","Estimate - de facto","Final figure, complete","2019","552405","3"
"Argentina","2019","Total","Both Sexes","45 - 49","Estimate - de facto","Final figure, complete","2019","2579461","3"
"Argentina","2019","Total","Both Sexes","46","Estimate - de facto","Final figure, complete","2019","533048","3"
"Argentina","2019","Total","Both Sexes","47","Estimate - de facto","Final figure, complete","2019","514833","3"
"Argentina","2019","Total","Both Sexes","48","Estimate - de facto","Final figure, complete","2019","497721","3"
"Argentina","2019","Total","Both Sexes","49","Estimate - de facto","Final figure, complete","2019","481454","3"
"Argentina","2019","Total","Both Sexes","50","Estimate - de facto","Final figure, complete","2019","466576","3"
"Argentina","2019","Total","Both Sexes","50 - 54","Estimate - de facto","Final figure, complete","2019","2241959","3"
"Argentina","2019","Total","Both Sexes","51","Estimate - de facto","Final figure, complete","2019","454497","3"
"Argentina","2019","Total","Both Sexes","52","Estimate - de facto","Final figure, complete","2019","445787","3"
"Argentina","2019","Total","Both Sexes","53","Estimate - de facto","Final figure, complete","2019","439860","3"
"Argentina","2019","Total","Both Sexes","54","Estimate - de facto","Final figure, complete","2019","435239","3"
"Argentina","2019","Total","Both Sexes","55","Estimate - de facto","Final figure, complete","2019","430405","3"
"Argentina","2019","Total","Both Sexes","55 - 59","Estimate - de facto","Final figure, complete","2019","2084864","3"
"Argentina","2019","Total","Both Sexes","56","Estimate - de facto","Final figure, complete","2019","424746","3"
"Argentina","2019","Total","Both Sexes","57","Estimate - de facto","Final figure, complete","2019","417904","3"
"Argentina","2019","Total","Both Sexes","58","Estimate - de facto","Final figure, complete","2019","410044","3"
"Argentina","2019","Total","Both Sexes","59","Estimate - de facto","Final figure, complete","2019","401765","3"
"Argentina","2019","Total","Both Sexes","60","Estimate - de facto","Final figure, complete","2019","393375","3"
"Argentina","2019","Total","Both Sexes","60 - 64","Estimate - de facto","Final figure, complete","2019","1879409","3"
"Argentina","2019","Total","Both Sexes","61","Estimate - de facto","Final figure, complete","2019","384879","3"
"Argentina","2019","Total","Both Sexes","62","Estimate - de facto","Final figure, complete","2019","376148","3"
"Argentina","2019","Total","Both Sexes","63","Estimate - de facto","Final figure, complete","2019","367204","3"
"Argentina","2019","Total","Both Sexes","64","Estimate - de facto","Final figure, complete","2019","357803","3"
"Argentina","2019","Total","Both Sexes","65","Estimate - de facto","Final figure, complete","2019","347970","3"
"Argentina","2019","Total","Both Sexes","65 - 69","Estimate - de facto","Final figure, complete","2019","1631170","3"
"Argentina","2019","Total","Both Sexes","66","Estimate - de facto","Final figure, complete","2019","337584","3"
"Argentina","2019","Total","Both Sexes","67","Estimate - de facto","Final figure, complete","2019","326760","3"
"Argentina","2019","Total","Both Sexes","68","Estimate - de facto","Final figure, complete","2019","315338","3"
"Argentina","2019","Total","Both Sexes","69","Estimate - de facto","Final figure, complete","2019","303518","3"
"Argentina","2019","Total","Both Sexes","70","Estimate - de facto","Final figure, complete","2019","291042","3"
"Argentina","2019","Total","Both Sexes","70 - 74","Estimate - de facto","Final figure, complete","2019","1311495","3"
"Argentina","2019","Total","Both Sexes","71","Estimate - de facto","Final figure, complete","2019","277595","3"
"Argentina","2019","Total","Both Sexes","72","Estimate - de facto","Final figure, complete","2019","263027","3"
"Argentina","2019","Total","Both Sexes","73","Estimate - de facto","Final figure, complete","2019","247702","3"
"Argentina","2019","Total","Both Sexes","74","Estimate - de facto","Final figure, complete","2019","232129","3"
"Argentina","2019","Total","Both Sexes","75","Estimate - de facto","Final figure, complete","2019","216911","3"
"Argentina","2019","Total","Both Sexes","75 - 79","Estimate - de facto","Final figure, complete","2019","945129","3"
"Argentina","2019","Total","Both Sexes","76","Estimate - de facto","Final figure, complete","2019","202333","3"
"Argentina","2019","Total","Both Sexes","77","Estimate - de facto","Final figure, complete","2019","188461","3"
"Argentina","2019","Total","Both Sexes","78","Estimate - de facto","Final figure, complete","2019","175238","3"
"Argentina","2019","Total","Both Sexes","79","Estimate - de facto","Final figure, complete","2019","162186","3"
"Argentina","2019","Total","Both Sexes","80","Estimate - de facto","Final figure, complete","2019","149281","3"
"Argentina","2019","Total","Both Sexes","80 - 84","Estimate - de facto","Final figure, complete","2019","627708","3"
"Argentina","2019","Total","Both Sexes","81","Estimate - de facto","Final figure, complete","2019","136829","3"
"Argentina","2019","Total","Both Sexes","82","Estimate - de facto","Final figure, complete","2019","124962","3"
"Argentina","2019","Total","Both Sexes","83","Estimate - de facto","Final figure, complete","2019","113704","3"
"Argentina","2019","Total","Both Sexes","84","Estimate - de facto","Final figure, complete","2019","102932","3"
"Argentina","2019","Total","Both Sexes","85","Estimate - de facto","Final figure, complete","2019","92431","3"
"Argentina","2019","Total","Both Sexes","85 - 89","Estimate - de facto","Final figure, complete","2019","364728","3"
"Argentina","2019","Total","Both Sexes","86","Estimate - de facto","Final figure, complete","2019","82241","3"
"Argentina","2019","Total","Both Sexes","87","Estimate - de facto","Final figure, complete","2019","72383","3"
"Argentina","2019","Total","Both Sexes","88","Estimate - de facto","Final figure, complete","2019","63093","3"
"Argentina","2019","Total","Both Sexes","89","Estimate - de facto","Final figure, complete","2019","54580","3"
"Argentina","2019","Total","Both Sexes","90","Estimate - de facto","Final figure, complete","2019","46791","3"
"Argentina","2019","Total","Both Sexes","90 - 94","Estimate - de facto","Final figure, complete","2019","166561","3"
"Argentina","2019","Total","Both Sexes","91","Estimate - de facto","Final figure, complete","2019","39563","3"
"Argentina","2019","Total","Both Sexes","92","Estimate - de facto","Final figure, complete","2019","32777","3"
"Argentina","2019","Total","Both Sexes","93","Estimate - de facto","Final figure, complete","2019","26517","3"
"Argentina","2019","Total","Both Sexes","94","Estimate - de facto","Final figure, complete","2019","20913","3"
"Argentina","2019","Total","Both Sexes","95","Estimate - de facto","Final figure, complete","2019","16146","3"
"Argentina","2019","Total","Both Sexes","95 - 99","Estimate - de facto","Final figure, complete","2019","48440","3"
"Argentina","2019","Total","Both Sexes","96","Estimate - de facto","Final figure, complete","2019","12221","3"
"Argentina","2019","Total","Both Sexes","97","Estimate - de facto","Final figure, complete","2019","9008","3"
"Argentina","2019","Total","Both Sexes","98","Estimate - de facto","Final figure, complete","2019","6512","3"
"Argentina","2019","Total","Both Sexes","99","Estimate - de facto","Final figure, complete","2019","4553","3"
"Argentina","2019","Total","Both Sexes","100 +","Estimate - de facto","Final figure, complete","2019","8737","3"
"Bermuda","2019","Total","Both Sexes","Total","Estimate - de jure","Final figure, complete","2019","64027","4,5"
"Bermuda","2019","Total","Both Sexes","0","Estimate - de jure","Final figure, complete","2019","557","4,5"
"Bermuda","2019","Total","Both Sexes","0 - 4","Estimate - de jure","Final figure, complete","2019","2876","4,5"
"Bermuda","2019","Total","Both Sexes","1","Estimate - de jure","Final figure, complete","2019","568","4,5"
"Bermuda","2019","Total","Both Sexes","1 - 4","Estimate - de jure","Final figure, complete","2019","2319","4,5"
"Bermuda","2019","Total","Both Sexes","2","Estimate - de jure","Final figure, complete","2019","581","4,5"
"Bermuda","2019","Total","Both Sexes","3","Estimate - de jure","Final figure, complete","2019","587","4,5"
"Bermuda","2019","Total","Both Sexes","4","Estimate - de jure","Final figure, complete","2019","583","4,5"
"Bermuda","2019","Total","Both Sexes","5","Estimate - de jure","Final figure, complete","2019","591","4,5"
"Bermuda","2019","Total","Both Sexes","5 - 9","Estimate - de jure","Final figure, complete","2019","3132","4,5"
"Bermuda","2019","Total","Both Sexes","6","Estimate - de jure","Final figure, complete","2019","660","4,5"
"Bermuda","2019","Total","Both Sexes","7","Estimate - de jure","Final figure, complete","2019","574","4,5"
"Bermuda","2019","Total","Both Sexes","8","Estimate - de jure","Final figure, complete","2019","644","4,5"
"Bermuda","2019","Total","Both Sexes","9","Estimate - de jure","Final figure, complete","2019","663","4,5"
"Bermuda","2019","Total","Both Sexes","10","Estimate - de jure","Final figure, complete","2019","699","4,5"
"Bermuda","2019","Total","Both Sexes","10 - 14","Estimate - de jure","Final figure, complete","2019","3303","4,5"
"Bermuda","2019","Total","Both Sexes","11","Estimate - de jure","Final figure, complete","2019","685","4,5"
"Bermuda","2019","Total","Both Sexes","12","Estimate - de jure","Final figure, complete","2019","650","4,5"
"Bermuda","2019","Total","Both Sexes","13","Estimate - de jure","Final figure, complete","2019","647","4,5"
"Bermuda","2019","Total","Both Sexes","14","Estimate - de jure","Final figure, complete","2019","622","4,5"
"Bermuda","2019","Total","Both Sexes","15","Estimate - de jure","Final figure, complete","2019","623","4,5"
"Bermuda","2019","Total","Both Sexes","15 - 19","Estimate - de jure","Final figure, complete","2019","3193","4,5"
"Bermuda","2019","Total","Both Sexes","16","Estimate - de jure","Final figure, complete","2019","634","4,5"
"Bermuda","2019","Total","Both Sexes","17","Estimate - de jure","Final figure, complete","2019","646","4,5"
"Bermuda","2019","Total","Both Sexes","18","Estimate - de jure","Final figure, complete","2019","647","4,5"
"Bermuda","2019","Total","Both Sexes","19","Estimate - de jure","Final figure, complete","2019","643","4,5"
"Bermuda","2019","Total","Both Sexes","20","Estimate - de jure","Final figure, complete","2019","637","4,5"
"Bermuda","2019","Total","Both Sexes","20 - 24","Estimate - de jure","Final figure, complete","2019","3045","4,5"
"Bermuda","2019","Total","Both Sexes","21","Estimate - de jure","Final figure, complete","2019","619","4,5"
"Bermuda","2019","Total","Both Sexes","22","Estimate - de jure","Final figure, complete","2019","606","4,5"
"Bermuda","2019","Total","Both Sexes","23","Estimate - de jure","Final figure, complete","2019","592","4,5"
"Bermuda","2019","Total","Both Sexes","24","Estimate - de jure","Final figure, complete","2019","591","4,5"
"Bermuda","2019","Total","Both Sexes","25","Estimate - de jure","Final figure, complete","2019","548","4,5"
"Bermuda","2019","Total","Both Sexes","25 - 29","Estimate - de jure","Final figure, complete","2019","3041","4,5"
"Bermuda","2019","Total","Both Sexes","26","Estimate - de jure","Final figure, complete","2019","582","4,5"
"Bermuda","2019","Total","Both Sexes","27","Estimate - de jure","Final figure, complete","2019","638","4,5"
"Bermuda","2019","Total","Both Sexes","28","Estimate - de jure","Final figure, complete","2019","639","4,5"
"Bermuda","2019","Total","Both Sexes","29","Estimate - de jure","Final figure, complete","2019","634","4,5"
"Bermuda","2019","Total","Both Sexes","30","Estimate - de jure","Final figure, complete","2019","705","4,5"
"Bermuda","2019","Total","Both Sexes","30 - 34","Estimate - de jure","Final figure, complete","2019","3813","4,5"
"Bermuda","2019","Total","Both Sexes","31","Estimate - de jure","Final figure, complete","2019","712","4,5"
"Bermuda","2019","Total","Both Sexes","32","Estimate - de jure","Final figure, complete","2019","754","4,5"
"Bermuda","2019","Total","Both Sexes","33","Estimate - de jure","Final figure, complete","2019","795","4,5"
"Bermuda","2019","Total","Both Sexes","34","Estimate - de jure","Final figure, complete","2019","847","4,5"
"Bermuda","2019","Total","Both Sexes","35","Estimate - de jure","Final figure, complete","2019","903","4,5"
"Bermuda","2019","Total","Both Sexes","35 - 39","Estimate - de jure","Final figure, complete","2019","4610","4,5"
"Bermuda","2019","Total","Both Sexes","36","Estimate - de jure","Final figure, complete","2019","951","4,5"
"Bermuda","2019","Total","Both Sexes","37","Estimate - de jure","Final figure, complete","2019","916","4,5"
"Bermuda","2019","Total","Both Sexes","38","Estimate - de jure","Final figure, complete","2019","934","4,5"
"Bermuda","2019","Total","Both Sexes","39","Estimate - de jure","Final figure, complete","2019","906","4,5"
"Bermuda","2019","Total","Both Sexes","40","Estimate - de jure","Final figure, complete","2019","892","4,5"
"Bermuda","2019","Total","Both Sexes","40 - 44","Estimate - de jure","Final figure, complete","2019","4571","4,5"
"Bermuda","2019","Total","Both Sexes","41","Estimate - de jure","Final figure, complete","2019","913","4,5"
"Bermuda","2019","Total","Both Sexes","42","Estimate - de jure","Final figure, complete","2019","922","4,5"
"Bermuda","2019","Total","Both Sexes","43","Estimate - de jure","Final figure, complete","2019","962","4,5"
"Bermuda","2019","Total","Both Sexes","44","Estimate - de jure","Final figure, complete","2019","882","4,5"
"Bermuda","2019","Total","Both Sexes","45","Estimate - de jure","Final figure, complete","2019","912","4,5"
"Bermuda","2019","Total","Both Sexes","45 - 49","Estimate - de jure","Final figure, complete","2019","4946","4,5"
"Bermuda","2019","Total","Both Sexes","46","Estimate - de jure","Final figure, complete","2019","982","4,5"
"Bermuda","2019","Total","Both Sexes","47","Estimate - de jure","Final figure, complete","2019","993","4,5"
"Bermuda","2019","Total","Both Sexes","48","Estimate - de jure","Final figure, complete","2019","1076","4,5"
"Bermuda","2019","Total","Both Sexes","49","Estimate - de jure","Final figure, complete","2019","983","4,5"
"Bermuda","2019","Total","Both Sexes","50","Estimate - de jure","Final figure, complete","2019","939","4,5"
"Bermuda","2019","Total","Both Sexes","50 - 54","Estimate - de jure","Final figure, complete","2019","4969","4,5"
"Bermuda","2019","Total","Both Sexes","51","Estimate - de jure","Final figure, complete","2019","944","4,5"
"Bermuda","2019","Total","Both Sexes","52","Estimate - de jure","Final figure, complete","2019","1022","4,5"
"Bermuda","2019","Total","Both Sexes","53","Estimate - de jure","Final figure, complete","2019","983","4,5"
"Bermuda","2019","Total","Both Sexes","54","Estimate - de jure","Final figure, complete","2019","1081","4,5"
"Bermuda","2019","Total","Both Sexes","55","Estimate - de jure","Final figure, complete","2019","1140","4,5"
"Bermuda","2019","Total","Both Sexes","55 - 59","Estimate - de jure","Final figure, complete","2019","5545","4,5"
"Bermuda","2019","Total","Both Sexes","56","Estimate - de jure","Final figure, complete","2019","1108","4,5"
"Bermuda","2019","Total","Both Sexes","57","Estimate - de jure","Final figure, complete","2019","1077","4,5"
"Bermuda","2019","Total","Both Sexes","58","Estimate - de jure","Final figure, complete","2019","1100","4,5"
"Bermuda","2019","Total","Both Sexes","59","Estimate - de jure","Final figure, complete","2019","1120","4,5"
"Bermuda","2019","Total","Both Sexes","60","Estimate - de jure","Final figure, complete","2019","1066","4,5"
"Bermuda","2019","Total","Both Sexes","60 - 64","Estimate - de jure","Final figure, complete","2019","4882","4,5"
"Bermuda","2019","Total","Both Sexes","61","Estimate - de jure","Final figure, complete","2019","993","4,5"
"Bermuda","2019","Total","Both Sexes","62","Estimate - de jure","Final figure, complete","2019","987","4,5"
"Bermuda","2019","Total","Both Sexes","63","Estimate - de jure","Final figure, complete","2019","936","4,5"
"Bermuda","2019","Total","Both Sexes","64","Estimate - de jure","Final figure, complete","2019","900","4,5"
"Bermuda","2019","Total","Both Sexes","65","Estimate - de jure","Final figure, complete","2019","877","4,5"
"Bermuda","2019","Total","Both Sexes","65 - 69","Estimate - de jure","Final figure, complete","2019","3875","4,5"
"Bermuda","2019","Total","Both Sexes","66","Estimate - de jure","Final figure, complete","2019","788","4,5"
"Bermuda","2019","Total","Both Sexes","67","Estimate - de jure","Final figure, complete","2019","796","4,5"
"Bermuda","2019","Total","Both Sexes","68","Estimate - de jure","Final figure, complete","2019","733","4,5"
"Bermuda","2019","Total","Both Sexes","69","Estimate - de jure","Final figure, complete","2019","681","4,5"
"Bermuda","2019","Total","Both Sexes","70","Estimate - de jure","Final figure, complete","2019","678","4,5"
"Bermuda","2019","Total","Both Sexes","70 - 74","Estimate - de jure","Final figure, complete","2019","3067","4,5"
"Bermuda","2019","Total","Both Sexes","71","Estimate - de jure","Final figure, complete","2019","652","4,5"
"Bermuda","2019","Total","Both Sexes","72","Estimate - de jure","Final figure, complete","2019","593","4,5"
"Bermuda","2019","Total","Both Sexes","73","Estimate - de jure","Final figure, complete","2019","600","4,5"
"Bermuda","2019","Total","Both Sexes","74","Estimate - de jure","Final figure, complete","2019","544","4,5"
"Bermuda","2019","Total","Both Sexes","75","Estimate - de jure","Final figure, complete","2019","502","4,5"
"Bermuda","2019","Total","Both Sexes","75 - 79","Estimate - de jure","Final figure, complete","2019","2140","4,5"
"Bermuda","2019","Total","Both Sexes","76","Estimate - de jure","Final figure, complete","2019","482","4,5"
"Bermuda","2019","Total","Both Sexes","77","Estimate - de jure","Final figure, complete","2019","416","4,5"
"Bermuda","2019","Total","Both Sexes","78","Estimate - de jure","Final figure, complete","2019","378","4,5"
"Bermuda","2019","Total","Both Sexes","79","Estimate - de jure","Final figure, complete","2019","362","4,5"
"Bermuda","2019","Total","Both Sexes","80","Estimate - de jure","Final figure, complete","2019","367","4,5"
"Bermuda","2019","Total","Both Sexes","80 - 84","Estimate - de jure","Final figure, complete","2019","1556","4,5"
"Bermuda","2019","Total","Both Sexes","81","Estimate - de jure","Final figure, complete","2019","344","4,5"
"Bermuda","2019","Total","Both Sexes","82","Estimate - de jure","Final figure, complete","2019","285","4,5"
"Bermuda","2019","Total","Both Sexes","83","Estimate - de jure","Final figure, complete","2019","293","4,5"
"Bermuda","2019","Total","Both Sexes","84","Estimate - de jure","Final figure, complete","2019","267","4,5"
"Bermuda","2019","Total","Both Sexes","85 +","Estimate - de jure","Final figure, complete","2019","1463","4,5"
"Chile","2019","Total","Both Sexes","Total","Estimate - de facto","Final figure, complete","2019","18726548",""
"Chile","2019","Total","Both Sexes","0","Estimate - de facto","Final figure, complete","2019","246560",""
"Chile","2019","Total","Both Sexes","0 - 4","Estimate - de facto","Final figure, complete","2019","1246284",""
"Chile","2019","Total","Both Sexes","1","Estimate - de facto","Final figure, complete","2019","248189",""
"Chile","2019","Total","Both Sexes","1 - 4","Estimate - de facto","Final figure, complete","2019","999724",""
"Chile","2019","Total","Both Sexes","2","Estimate - de facto","Final figure, complete","2019","249694",""
"Chile","2019","Total","Both Sexes","3","Estimate - de facto","Final figure, complete","2019","251033",""
"Chile","2019","Total","Both Sexes","4","Estimate - de facto","Final figure, complete","2019","250808",""
"Chile","2019","Total","Both Sexes","5","Estimate - de facto","Final figure, complete","2019","248994",""
"Chile","2019","Total","Both Sexes","5 - 9","Estimate - de facto","Final figure, complete","2019","1250520",""
"Chile","2019","Total","Both Sexes","6","Estimate - de facto","Final figure, complete","2019","246809",""
"Chile","2019","Total","Both Sexes","7","Estimate - de facto","Final figure, complete","2019","247935",""
"Chile","2019","Total","Both Sexes","8","Estimate - de facto","Final figure, complete","2019","252069",""
"Chile","2019","Total","Both Sexes","9","Estimate - de facto","Final figure, complete","2019","254713",""
